ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI_raw,AGI,AGI_num,AdjacentIncome,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Zillow_value,Zillow_value2,ZillowAdj,Price_Index,AdjacentZillow2,Proximity,Coffees,NewCoffees,CRIME_COUNT,A1,A2,DM,NB,Color,gent,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh,alpha,beta,topincreasepercent,threshold,NotGentReason
10001,Manhattan,Chelsea and Clinton,2012,"$1,915,739,000 ","13,300",144041,"$148,689 ",148689,299832.99,"$76,138.00 ","$136,992.00 ","$1,182.17 ",65.90%,6.30%,27.80%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.632851535,0.632851535,0.653274439,0.653274439,0.51,0.006202142,,,2199,30,856,10,9,no_high,0,0,43806.4,64178,0.151082064,0.217681395,1055.829363,1203.547651,0,0,Past
10001,Manhattan,Chelsea and Clinton,2013,"$2,094,642,000 ","13,720",152671,"$155,269 ",155269,288204.28,"$81,671.00 ","$157,557.00 ","$1,348.67 ",65.30%,6.50%,28.20%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.721984297,0.721984297,0.734269582,0.734269582,0.55,0.006202142,4,0,2098,34,957,13,6,no_high,0,0,43815.2,64311,0.155146299,0.221406053,1055.829363,1203.547651,0,0,Past
10001,Manhattan,Chelsea and Clinton,2014,"$2,363,960,000 ","14,080",167895,"$168,063 ",168063,291979.19,"$81,445.00 ","$151,316.00 ","$1,535.83 ",65%,6.20%,28.80%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.822180585,0.822180585,0.823002766,0.823002766,0.69,0.006202142,18,1,2063,26,1084,21,16,no_high,0,0,44754,66383,0.159824518,0.237389186,1055.829363,1203.547651,0,0,Past
10001,Manhattan,Chelsea and Clinton,2015,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.798497859,0.798497859,0.798497859,0.798497859,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.170356703,0.261790625,1055.829363,1203.547651,0.135094555,0.693974949,Past
10001,Manhattan,Chelsea and Clinton,2016,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.850342683,0.850342683,0.839430092,0.839430092,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.186005527,0.287879621,1055.829363,1203.547651,0.136749597,0.793865704,Past
10001,Manhattan,Chelsea and Clinton,2017,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.890121927,0.890121927,0.861469453,0.861469453,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.20352003,0.307260576,979.9726622,1163.735512,0.189708634,0.836416101,High Income and/or Housing
10001,Manhattan,Chelsea and Clinton,2018,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.798497859,0.890121927,0.798497859,0.862714689,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.203971014,0.316181196,920.9438543,1068.20325,0.22305239,0.882067703,High Income and/or Housing
10001,Manhattan,Chelsea and Clinton,2019,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.798497859,0.890121927,0.798497859,0.862402339,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.203466444,0.315061915,921.8182232,1068.705394,0.284845688,0.849721302,High Income and/or Housing
10001,Manhattan,Chelsea and Clinton,2020,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.798497859,0.890121927,0.798497859,0.862954179,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.203907702,0.316725657,922.6911523,1069.204707,0.332524914,0.825154415,High Income and/or Housing
10001,Manhattan,Chelsea and Clinton,2021,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.798497859,0.890121927,0.798497859,0.863269552,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.203293842,0.321744791,923.797346,1069.834532,0.388931183,0.866458254,High Income and/or Housing
10001,Manhattan,Chelsea and Clinton,2022,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.798497859,0.890121927,0.798497859,0.864535428,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.204176449,0.328179686,925.0048675,1070.5186,0.392139116,0.9094489,High Income and/or Housing
10001,Manhattan,Chelsea and Clinton,2023,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.798497859,0.890121927,0.798497859,0.865360012,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.207464514,0.33452216,926.2160746,1071.202166,0.361339183,0.999589953,High Income and/or Housing
10001,Manhattan,Chelsea and Clinton,2024,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.798497859,0.890121927,0.798497859,0.864993203,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.207249726,0.337276179,927.6270626,1071.990594,0.271774554,1.046673975,High Income and/or Housing
10001,Manhattan,Chelsea and Clinton,2025,"$2,368,986,000 ","14,310",165548,"$165,548 ",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.798497859,0.890121927,0.798497859,0.865791941,0.76,0.006202142,34,3,2094,35,1051,12,14,no_high,0,0,46874.6,69680,0.208656267,0.3368419,928.7660571,1072.622695,0.186187052,0.947167821,High Income and/or Housing
10002,Manhattan,Lower East Side,2001,"$1,013,271,000 ","30,128",33632,"$44,992 ",44992,147932.94,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",,,,,,0.021629012,,,,36,363,7,11,no_low,0,0,0,0,0,0,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2002,"$1,014,170,000 ","30,066",33731,"$44,414 ",44414,136470.87,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",,,,,,0.021629012,,,,41,385,2,2,no_low,0,0,0,0,0,0,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2004,"$1,159,588,000 ","40,975",28300,"$35,467 ",35467,125981.99,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",,,,,,0.019185543,,,,38,385,6,6,no_low,0,0,0,0,0,0,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2005,"$1,300,710,000 ","42,171",30844,"$37,385 ",37385,145386.53,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.401017131,0.401017131,0.486054988,0.486054988,0.53,0.019185543,,,,36,416,7,9,no_high,0,0,43487.8,64127,0.17296165,0.232848747,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2006,"$1,477,878,000 ","44,024",33570,"$39,427 ",39427,161426.99,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.470690578,0.470690578,0.55281305,0.55281305,0.6,0.019185543,,,2114,34,419,10,7,no_high,0,0,44099,65388,0.197985753,0.256173084,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2007,"$1,748,633,000 ","50,732",34468,"$39,379 ",39379,177000.75,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.515390792,0.515390792,0.58882511,0.58882511,0.62,0.019185543,,,2428,32,450,15,8,no_high,0,0,43326.8,63665,0.199378011,0.248873281,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2008,"$1,743,798,000 ","45,236",38549,"$42,429 ",42429,170185.03,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.543897216,0.543897216,0.59864471,0.59864471,0.64,0.016326233,,,2238,26,508,10,8,no_high,0,0,44541.6,64580,0.182333907,0.235904239,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2009,"$1,652,980,000 ","44,144",37445,"$41,380 ",41380,147975.7,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.503791934,0.503791934,0.556729437,0.556729437,0.6,0.019185543,,,2214,25,434,11,4,no_high,0,0,43818.6,64797,0.171768789,0.226812227,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2010,"$1,791,614,000 ","44,718",40065,"$43,578 ",43578,165345.57,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.497100286,0.497100286,0.540683704,0.540683704,0.51,0.016326233,,,2123,23,443,3,3,no_high,0,0,44081.2,64251,0.162987995,0.227762264,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2011,"$1,840,625,000 ","44,538",41327,"$43,557 ",43557,169647.2,"$32,407.00 ","$57,063.00 ",$936.75 ,50.80%,5.90%,43.30%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.501472163,0.501472163,0.528526053,0.528526053,0.51,0.019185543,,,2056,18,464,0,4,no_high,0,0,43502.6,62964,0.154965326,0.217961854,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2012,"$1,944,420,000 ","43,460",44740,"$46,184 ",46184,197645.46,"$32,265.00 ","$58,104.00 ",$987.25 ,50.30%,6%,43.60%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.528506424,0.528506424,0.545561982,0.545561982,0.53,0.019185543,,,2159,24,495,8,4,no_high,0,0,43806.4,64178,0.151082064,0.217681395,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2013,"$2,002,349,000 ","43,410",46126,"$46,911 ",46911,189165.18,"$33,218.00 ","$60,347.00 ","$1,041.75 ",49.70%,6.50%,43.60%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.557682013,0.557682013,0.56717153,0.56717153,0.58,0.019185543,0,0,2097,21,561,6,8,no_high,0,0,43815.2,64311,0.155146299,0.221406053,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2014,"$2,215,542,000 ","43,370",51085,"$51,136 ",51136,220101.28,"$32,966.00 ","$60,564.00 ","$1,125.67 ",50%,6.20%,43.70%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.602605282,0.602605282,0.603207887,0.603207887,0.65,0.015393492,8,0,1983,19,513,3,5,no_high,0,0,44754,66383,0.159824518,0.237389186,597.4927177,908.6497753,0,0,Past
10002,Manhattan,Lower East Side,2015,"$2,302,242,000 ","43,190",53305,"$53,305 ",53305,231646.4,"$33,726.00 ","$61,946.00 ","$1,222.08 ",51%,5%,43.90%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.656210724,0.656210724,0.656210724,0.656210724,0.71,0.016326233,23,3,2183,27,587,29,9,no_high,0,0,46874.6,69680,0.170356703,0.261790625,597.4927177,908.6497753,0.135094555,0.55171837,Past
10002,Manhattan,Lower East Side,2016,"$2,302,242,000 ","43,190",53305,"$53,305 ",53305,231646.4,"$33,726.00 ","$61,946.00 ","$1,222.08 ",51%,5%,43.90%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.713809947,0.713809947,0.704649504,0.704649504,0.71,0.016326233,23,3,2183,27,587,29,9,no_high,0,0,46874.6,69680,0.186005527,0.287879621,597.4927177,908.6497753,0.136749597,0.628410012,Past
10002,Manhattan,Lower East Side,2017,"$2,302,242,000 ","43,190",53305,"$53,305 ",53305,231646.4,"$33,726.00 ","$61,946.00 ","$1,222.08 ",51%,5%,43.90%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.760129796,0.760129796,0.735661688,0.735661688,0.71,0.016326233,23,3,2183,27,587,29,9,no_high,0,0,46874.6,69680,0.20352003,0.307260576,686.2243883,973.8346819,0.189708634,0.700530317,High Income and/or Housing
10002,Manhattan,Lower East Side,2018,"$2,302,242,000 ","43,190",53305,"$53,305 ",53305,231646.4,"$33,726.00 ","$61,946.00 ","$1,222.08 ",51%,5%,43.90%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.656210724,0.760129796,0.656210724,0.73802703,0.71,0.016326233,23,3,2183,27,587,29,9,no_high,0,0,46874.6,69680,0.203971014,0.316181196,673.2789719,913.3424475,0.22305239,0.732173844,High Income and/or Housing
10002,Manhattan,Lower East Side,2019,"$2,302,242,000 ","43,190",53305,"$53,305 ",53305,231646.4,"$33,726.00 ","$61,946.00 ","$1,222.08 ",51%,5%,43.90%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.656210724,0.760129796,0.656210724,0.738199663,0.71,0.016326233,23,3,2183,27,587,29,9,no_high,0,0,46874.6,69680,0.203466444,0.315061915,675.9499775,915.1363627,0.284845688,0.715311416,High Income and/or Housing
10002,Manhattan,Lower East Side,2020,"$2,302,242,000 ","43,190",53305,"$53,305 ",53305,231646.4,"$33,726.00 ","$61,946.00 ","$1,222.08 ",51%,5%,43.90%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.656210724,0.760129796,0.656210724,0.739795639,0.71,0.016326233,23,3,2183,27,587,29,9,no_high,0,0,46874.6,69680,0.203907702,0.316725657,678.3184378,916.7147613,0.332524914,0.720474506,High Income and/or Housing
10002,Manhattan,Lower East Side,2021,"$2,302,242,000 ","43,190",53305,"$53,305 ",53305,231646.4,"$33,726.00 ","$61,946.00 ","$1,222.08 ",51%,5%,43.90%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.656210724,0.760129796,0.656210724,0.7413361,0.71,0.016326233,23,3,2183,27,587,29,9,no_high,0,0,46874.6,69680,0.203293842,0.321744791,680.6327063,918.247446,0.388931183,0.734086316,High Income and/or Housing
